!Thresh(eV)                 0.0                         0.02                        0.29                        0.291                       0.59                        0.88                        1.17                        1.47                        1.76                        11.03                       11.87                       12.25                       13.0                        2.06                        2.35                        6.17                        7.0                         7.35                        7.36                        7.8                         8.16                        8.4                         8.55                        8.89                        15.6                        18.8                        
!Reaction                   e+N2(X1)->e+N2(X1)          e+N2(X1)->e+N2(Rot)         e+N2(X1)->e+N2(v1)          e+N2(X1)->e+N2(v1res)       e+N2(X1)->e+N2(v2)          e+N2(X1)->e+N2(v3)          e+N2(X1)->e+N2(v4)          e+N2(X1)->e+N2(v5)          e+N2(X1)->e+N2(v6)          e+N2(X1)->e+N2(C3)          e+N2(X1)->e+N2(e3)          e+N2(X1)->e+N2(a''1)        e+N2(X1)->e+N2(SUM)         e+N2(X1)->e+N2(v7)          e+N2(X1)->e+N2(v8)          e+N2(X1)->e+N2(A3,v0-4)     e+N2(X1)->e+N2(A3,v5-9)     e+N2(X1)->e+N2(B3)          e+N2(X1)->e+N2(W3)          e+N2(X1)->e+N2(A3,v10-)     e+N2(X1)->e+N2(B'3)         e+N2(X1)->e+N2(a'1)         e+N2(X1)->e+N2(a1)          e+N2(X1)->e+N2(w1)          e+N2(X1)->e+e+N2(X2:ion)    e+N2(X1)->e+e+N2(X2:ion:B2SIGMA)
!Type                       Effective                   Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Ionization                  Ionization                  
!<E> (eV)                   Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        
!-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
8.717e+00                   1.681e-13                   1.133e-15                   6.430e-17                   1.777e-15                   5.898e-16                   2.094e-15                   1.248e-15                   8.386e-16                   5.740e-16                   4.813e-16                   4.069e-16                   2.021e-15                   3.557e-17                   1.280e-16                   2.843e-15                   2.227e-16                   1.067e-16                   1.098e-16                   4.594e-16                   1.427e-15                   1.429e-15                   4.402e-16                   4.277e-16                   3.374e-16                   1.135e-15                   4.090e-16
8.780e+00                   1.684e-13                   1.172e-15                   6.686e-17                   1.762e-15                   5.933e-16                   2.076e-15                   1.238e-15                   8.317e-16                   5.696e-16                   4.776e-16                   4.037e-16                   2.045e-15                   3.574e-17                   1.303e-16                   2.919e-15                   2.213e-16                   1.060e-16                   1.108e-16                   4.638e-16                   1.438e-15                   1.444e-15                   4.447e-16                   4.318e-16                   3.405e-16                   1.151e-15                   4.124e-16
8.842e+00                   1.686e-13                   1.211e-15                   6.947e-17                   1.748e-15                   5.968e-16                   2.058e-15                   1.228e-15                   8.247e-16                   5.650e-16                   4.737e-16                   4.006e-16                   2.070e-15                   3.627e-17                   1.325e-16                   2.995e-15                   2.197e-16                   1.053e-16                   1.118e-16                   4.682e-16                   1.449e-15                   1.458e-15                   4.492e-16                   4.358e-16                   3.436e-16                   1.166e-15                   4.158e-16
8.905e+00                   1.689e-13                   1.251e-15                   7.214e-17                   1.733e-15                   6.003e-16                   2.040e-15                   1.218e-15                   8.176e-16                   5.602e-16                   4.699e-16                   3.976e-16                   2.094e-15                   3.686e-17                   1.348e-16                   3.073e-15                   2.181e-16                   1.045e-16                   1.128e-16                   4.725e-16                   1.459e-15                   1.473e-15                   4.537e-16                   4.399e-16                   3.467e-16                   1.182e-15                   4.191e-16
8.968e+00                   1.692e-13                   1.292e-15                   7.487e-17                   1.719e-15                   6.038e-16                   2.024e-15                   1.207e-15                   8.104e-16                   5.553e-16                   4.661e-16                   3.947e-16                   2.117e-15                   3.732e-17                   1.371e-16                   3.151e-15                   2.164e-16                   1.038e-16                   1.138e-16                   4.768e-16                   1.470e-15                   1.487e-15                   4.581e-16                   4.439e-16                   3.498e-16                   1.197e-15                   4.224e-16
9.030e+00                   1.695e-13                   1.334e-15                   7.767e-17                   1.704e-15                   6.072e-16                   2.007e-15                   1.196e-15                   8.028e-16                   5.499e-16                   4.620e-16                   3.915e-16                   2.141e-15                   3.763e-17                   1.394e-16                   3.230e-15                   2.146e-16                   1.030e-16                   1.147e-16                   4.812e-16                   1.480e-15                   1.501e-15                   4.625e-16                   4.479e-16                   3.528e-16                   1.212e-15                   4.257e-16
9.092e+00                   1.698e-13                   1.376e-15                   8.051e-17                   1.690e-15                   6.106e-16                   1.990e-15                   1.185e-15                   7.955e-16                   5.447e-16                   4.580e-16                   3.885e-16                   2.165e-15                   3.784e-17                   1.416e-16                   3.309e-15                   2.129e-16                   1.022e-16                   1.157e-16                   4.854e-16                   1.490e-15                   1.515e-15                   4.669e-16                   4.518e-16                   3.558e-16                   1.228e-15                   4.289e-16
9.154e+00                   1.701e-13                   1.418e-15                   8.340e-17                   1.676e-15                   6.140e-16                   1.973e-15                   1.174e-15                   7.887e-16                   5.399e-16                   4.544e-16                   3.855e-16                   2.188e-15                   3.807e-17                   1.439e-16                   3.389e-15                   2.112e-16                   1.015e-16                   1.167e-16                   4.896e-16                   1.500e-15                   1.529e-15                   4.712e-16                   4.556e-16                   3.587e-16                   1.243e-15                   4.321e-16
9.216e+00                   1.704e-13                   1.462e-15                   8.634e-17                   1.662e-15                   6.173e-16                   1.957e-15                   1.164e-15                   7.820e-16                   5.354e-16                   4.507e-16                   3.825e-16                   2.210e-15                   3.870e-17                   1.461e-16                   3.470e-15                   2.097e-16                   1.008e-16                   1.176e-16                   4.937e-16                   1.510e-15                   1.542e-15                   4.754e-16                   4.594e-16                   3.616e-16                   1.258e-15                   4.352e-16
9.278e+00                   1.706e-13                   1.506e-15                   8.934e-17                   1.649e-15                   6.206e-16                   1.941e-15                   1.154e-15                   7.754e-16                   5.310e-16                   4.472e-16                   3.795e-16                   2.233e-15                   3.923e-17                   1.483e-16                   3.551e-15                   2.081e-16                   1.001e-16                   1.185e-16                   4.978e-16                   1.520e-15                   1.555e-15                   4.796e-16                   4.632e-16                   3.644e-16                   1.273e-15                   4.382e-16
9.340e+00                   1.709e-13                   1.550e-15                   9.239e-17                   1.636e-15                   6.239e-16                   1.925e-15                   1.145e-15                   7.693e-16                   5.271e-16                   4.439e-16                   3.767e-16                   2.255e-15                   3.962e-17                   1.505e-16                   3.633e-15                   2.067e-16                   9.942e-17                   1.194e-16                   5.018e-16                   1.529e-15                   1.568e-15                   4.837e-16                   4.669e-16                   3.672e-16                   1.287e-15                   4.412e-16
9.401e+00                   1.711e-13                   1.595e-15                   9.549e-17                   1.624e-15                   6.270e-16                   1.910e-15                   1.136e-15                   7.633e-16                   5.235e-16                   4.407e-16                   3.740e-16                   2.277e-15                   3.989e-17                   1.527e-16                   3.715e-15                   2.055e-16                   9.880e-17                   1.203e-16                   5.057e-16                   1.538e-15                   1.581e-15                   4.878e-16                   4.705e-16                   3.699e-16                   1.302e-15                   4.441e-16
9.463e+00                   1.714e-13                   1.641e-15                   9.863e-17                   1.612e-15                   6.302e-16                   1.895e-15                   1.128e-15                   7.577e-16                   5.200e-16                   4.376e-16                   3.714e-16                   2.298e-15                   4.008e-17                   1.549e-16                   3.797e-15                   2.042e-16                   9.817e-17                   1.212e-16                   5.096e-16                   1.547e-15                   1.594e-15                   4.917e-16                   4.740e-16                   3.726e-16                   1.316e-15                   4.469e-16
9.524e+00                   1.716e-13                   1.687e-15                   1.018e-16                   1.600e-15                   6.333e-16                   1.880e-15                   1.120e-15                   7.521e-16                   5.164e-16                   4.345e-16                   3.687e-16                   2.319e-15                   4.031e-17                   1.571e-16                   3.880e-15                   2.029e-16                   9.754e-17                   1.221e-16                   5.134e-16                   1.556e-15                   1.606e-15                   4.957e-16                   4.775e-16                   3.752e-16                   1.331e-15                   4.497e-16
9.585e+00                   1.719e-13                   1.734e-15                   1.051e-16                   1.587e-15                   6.364e-16                   1.865e-15                   1.112e-15                   7.463e-16                   5.126e-16                   4.312e-16                   3.660e-16                   2.340e-15                   4.090e-17                   1.592e-16                   3.963e-15                   2.015e-16                   9.693e-17                   1.230e-16                   5.172e-16                   1.565e-15                   1.618e-15                   4.996e-16                   4.810e-16                   3.779e-16                   1.345e-15                   4.525e-16
9.646e+00                   1.721e-13                   1.781e-15                   1.084e-16                   1.575e-15                   6.395e-16                   1.850e-15                   1.104e-15                   7.404e-16                   5.087e-16                   4.279e-16                   3.633e-16                   2.361e-15                   4.140e-17                   1.614e-16                   4.048e-15                   2.001e-16                   9.631e-17                   1.238e-16                   5.210e-16                   1.574e-15                   1.631e-15                   5.035e-16                   4.845e-16                   3.805e-16                   1.359e-15                   4.553e-16
9.707e+00                   1.724e-13                   1.829e-15                   1.118e-16                   1.563e-15                   6.426e-16                   1.836e-15                   1.096e-15                   7.345e-16                   5.047e-16                   4.246e-16                   3.607e-16                   2.382e-15                   4.179e-17                   1.635e-16                   4.133e-15                   1.987e-16                   9.567e-17                   1.247e-16                   5.247e-16                   1.582e-15                   1.643e-15                   5.074e-16                   4.878e-16                   3.830e-16                   1.373e-15                   4.580e-16
9.768e+00                   1.726e-13                   1.878e-15                   1.152e-16                   1.551e-15                   6.457e-16                   1.822e-15                   1.087e-15                   7.282e-16                   5.004e-16                   4.211e-16                   3.580e-16                   2.402e-15                   4.208e-17                   1.656e-16                   4.218e-15                   1.972e-16                   9.501e-17                   1.255e-16                   5.284e-16                   1.591e-15                   1.655e-15                   5.112e-16                   4.912e-16                   3.856e-16                   1.388e-15                   4.606e-16
9.829e+00                   1.729e-13                   1.927e-15                   1.186e-16                   1.538e-15                   6.488e-16                   1.808e-15                   1.077e-15                   7.221e-16                   4.960e-16                   4.177e-16                   3.553e-16                   2.422e-15                   4.229e-17                   1.678e-16                   4.304e-15                   1.958e-16                   9.434e-17                   1.263e-16                   5.321e-16                   1.599e-15                   1.667e-15                   5.150e-16                   4.946e-16                   3.881e-16                   1.402e-15                   4.633e-16
9.890e+00                   1.731e-13                   1.977e-15                   1.222e-16                   1.526e-15                   6.518e-16                   1.794e-15                   1.068e-15                   7.161e-16                   4.916e-16                   4.144e-16                   3.527e-16                   2.442e-15                   4.245e-17                   1.699e-16                   4.391e-15                   1.943e-16                   9.365e-17                   1.272e-16                   5.357e-16                   1.608e-15                   1.678e-15                   5.187e-16                   4.979e-16                   3.906e-16                   1.416e-15                   4.659e-16
9.951e+00                   1.733e-13                   2.027e-15                   1.257e-16                   1.515e-15                   6.547e-16                   1.780e-15                   1.059e-15                   7.102e-16                   4.875e-16                   4.112e-16                   3.501e-16                   2.462e-15                   4.291e-17                   1.719e-16                   4.477e-15                   1.928e-16                   9.296e-17                   1.280e-16                   5.393e-16                   1.616e-15                   1.690e-15                   5.224e-16                   5.011e-16                   3.930e-16                   1.430e-15                   4.684e-16
1.001e+01                   1.735e-13                   2.078e-15                   1.293e-16                   1.503e-15                   6.577e-16                   1.766e-15                   1.050e-15                   7.045e-16                   4.836e-16                   4.081e-16                   3.476e-16                   2.481e-15                   4.343e-17                   1.740e-16                   4.564e-15                   1.914e-16                   9.229e-17                   1.288e-16                   5.428e-16                   1.624e-15                   1.701e-15                   5.260e-16                   5.043e-16                   3.954e-16                   1.443e-15                   4.709e-16
1.007e+01                   1.738e-13                   2.130e-15                   1.330e-16                   1.492e-15                   6.606e-16                   1.753e-15                   1.042e-15                   6.991e-16                   4.799e-16                   4.052e-16                   3.451e-16                   2.500e-15                   4.386e-17                   1.761e-16                   4.652e-15                   1.901e-16                   9.167e-17                   1.296e-16                   5.463e-16                   1.632e-15                   1.712e-15                   5.296e-16                   5.074e-16                   3.978e-16                   1.457e-15                   4.733e-16
1.013e+01                   1.740e-13                   2.182e-15                   1.367e-16                   1.482e-15                   6.634e-16                   1.740e-15                   1.034e-15                   6.941e-16                   4.765e-16                   4.025e-16                   3.427e-16                   2.519e-15                   4.419e-17                   1.781e-16                   4.740e-15                   1.888e-16                   9.109e-17                   1.303e-16                   5.497e-16                   1.639e-15                   1.723e-15                   5.331e-16                   5.105e-16                   4.001e-16                   1.471e-15                   4.757e-16
1.019e+01                   1.742e-13                   2.234e-15                   1.405e-16                   1.471e-15                   6.662e-16                   1.727e-15                   1.027e-15                   6.890e-16                   4.733e-16                   3.997e-16                   3.404e-16                   2.537e-15                   4.443e-17                   1.802e-16                   4.828e-15                   1.877e-16                   9.053e-17                   1.311e-16                   5.530e-16                   1.647e-15                   1.734e-15                   5.366e-16                   5.135e-16                   4.023e-16                   1.484e-15                   4.780e-16
1.025e+01                   1.744e-13                   2.287e-15                   1.443e-16                   1.461e-15                   6.690e-16                   1.715e-15                   1.020e-15                   6.842e-16                   4.703e-16                   3.971e-16                   3.382e-16                   2.556e-15                   4.461e-17                   1.822e-16                   4.916e-15                   1.866e-16                   8.999e-17                   1.318e-16                   5.563e-16                   1.654e-15                   1.744e-15                   5.400e-16                   5.165e-16                   4.046e-16                   1.497e-15                   4.803e-16
1.031e+01                   1.746e-13                   2.340e-15                   1.481e-16                   1.451e-15                   6.717e-16                   1.702e-15                   1.013e-15                   6.796e-16                   4.674e-16                   3.945e-16                   3.360e-16                   2.574e-15                   4.476e-17                   1.841e-16                   5.005e-15                   1.854e-16                   8.946e-17                   1.326e-16                   5.595e-16                   1.662e-15                   1.754e-15                   5.434e-16                   5.194e-16                   4.067e-16                   1.511e-15                   4.825e-16
1.037e+01                   1.748e-13                   2.394e-15                   1.520e-16                   1.441e-15                   6.744e-16                   1.690e-15                   1.007e-15                   6.750e-16                   4.645e-16                   3.920e-16                   3.338e-16                   2.591e-15                   4.522e-17                   1.861e-16                   5.094e-15                   1.843e-16                   8.893e-17                   1.333e-16                   5.628e-16                   1.669e-15                   1.765e-15                   5.467e-16                   5.223e-16                   4.089e-16                   1.524e-15                   4.847e-16
1.043e+01                   1.750e-13                   2.449e-15                   1.560e-16                   1.431e-15                   6.771e-16                   1.678e-15                   1.000e-15                   6.704e-16                   4.615e-16                   3.893e-16                   3.315e-16                   2.609e-15                   4.571e-17                   1.881e-16                   5.184e-15                   1.831e-16                   8.840e-17                   1.340e-16                   5.660e-16                   1.676e-15                   1.775e-15                   5.501e-16                   5.252e-16                   4.111e-16                   1.537e-15                   4.869e-16
1.049e+01                   1.752e-13                   2.505e-15                   1.600e-16                   1.421e-15                   6.798e-16                   1.666e-15                   9.935e-16                   6.656e-16                   4.583e-16                   3.865e-16                   3.292e-16                   2.626e-15                   4.612e-17                   1.901e-16                   5.275e-15                   1.819e-16                   8.788e-17                   1.348e-16                   5.692e-16                   1.683e-15                   1.785e-15                   5.534e-16                   5.281e-16                   4.133e-16                   1.550e-15                   4.892e-16
1.055e+01                   1.754e-13                   2.561e-15                   1.640e-16                   1.411e-15                   6.825e-16                   1.654e-15                   9.866e-16                   6.607e-16                   4.551e-16                   3.837e-16                   3.269e-16                   2.644e-15                   4.643e-17                   1.920e-16                   5.366e-15                   1.807e-16                   8.735e-17                   1.355e-16                   5.724e-16                   1.690e-15                   1.795e-15                   5.567e-16                   5.309e-16                   4.154e-16                   1.563e-15                   4.913e-16
1.061e+01                   1.756e-13                   2.617e-15                   1.681e-16                   1.401e-15                   6.851e-16                   1.643e-15                   9.794e-16                   6.557e-16                   4.517e-16                   3.809e-16                   3.246e-16                   2.661e-15                   4.667e-17                   1.940e-16                   5.457e-15                   1.795e-16                   8.680e-17                   1.362e-16                   5.755e-16                   1.697e-15                   1.805e-15                   5.599e-16                   5.337e-16                   4.174e-16                   1.576e-15                   4.934e-16
1.067e+01                   1.758e-13                   2.674e-15                   1.723e-16                   1.390e-15                   6.878e-16                   1.631e-15                   9.718e-16                   6.507e-16                   4.481e-16                   3.780e-16                   3.223e-16                   2.678e-15                   4.687e-17                   1.959e-16                   5.548e-15                   1.783e-16                   8.621e-17                   1.369e-16                   5.786e-16                   1.704e-15                   1.815e-15                   5.631e-16                   5.365e-16                   4.195e-16                   1.589e-15                   4.955e-16
1.073e+01                   1.760e-13                   2.731e-15                   1.765e-16                   1.380e-15                   6.903e-16                   1.619e-15                   9.642e-16                   6.457e-16                   4.445e-16                   3.752e-16                   3.200e-16                   2.695e-15                   4.703e-17                   1.978e-16                   5.640e-15                   1.771e-16                   8.561e-17                   1.376e-16                   5.816e-16                   1.711e-15                   1.824e-15                   5.663e-16                   5.392e-16                   4.216e-16                   1.601e-15                   4.975e-16
1.079e+01                   1.762e-13                   2.789e-15                   1.807e-16                   1.370e-15                   6.929e-16                   1.608e-15                   9.567e-16                   6.409e-16                   4.410e-16                   3.724e-16                   3.178e-16                   2.711e-15                   4.731e-17                   1.997e-16                   5.732e-15                   1.759e-16                   8.501e-17                   1.383e-16                   5.846e-16                   1.717e-15                   1.833e-15                   5.694e-16                   5.419e-16                   4.235e-16                   1.614e-15                   4.995e-16
1.085e+01                   1.764e-13                   2.847e-15                   1.850e-16                   1.360e-15                   6.954e-16                   1.596e-15                   9.493e-16                   6.360e-16                   4.375e-16                   3.697e-16                   3.157e-16                   2.727e-15                   4.780e-17                   2.016e-16                   5.824e-15                   1.747e-16                   8.441e-17                   1.389e-16                   5.876e-16                   1.724e-15                   1.843e-15                   5.725e-16                   5.445e-16                   4.255e-16                   1.627e-15                   5.014e-16
1.091e+01                   1.766e-13                   2.906e-15                   1.893e-16                   1.351e-15                   6.979e-16                   1.585e-15                   9.421e-16                   6.312e-16                   4.342e-16                   3.671e-16                   3.135e-16                   2.743e-15                   4.821e-17                   2.035e-16                   5.917e-15                   1.734e-16                   8.384e-17                   1.396e-16                   5.905e-16                   1.730e-15                   1.852e-15                   5.755e-16                   5.471e-16                   4.275e-16                   1.639e-15                   5.034e-16
1.097e+01                   1.768e-13                   2.966e-15                   1.937e-16                   1.342e-15                   7.004e-16                   1.573e-15                   9.352e-16                   6.267e-16                   4.310e-16                   3.647e-16                   3.114e-16                   2.758e-15                   4.855e-17                   2.054e-16                   6.010e-15                   1.723e-16                   8.328e-17                   1.402e-16                   5.934e-16                   1.737e-15                   1.861e-15                   5.785e-16                   5.497e-16                   4.294e-16                   1.651e-15                   5.053e-16
1.103e+01                   1.769e-13                   3.025e-15                   1.981e-16                   1.333e-15                   7.028e-16                   1.562e-15                   9.287e-16                   6.225e-16                   4.281e-16                   3.624e-16                   3.094e-16                   2.773e-15                   4.881e-17                   2.072e-16                   6.103e-15                   1.712e-16                   8.277e-17                   1.409e-16                   5.962e-16                   1.743e-15                   1.870e-15                   5.814e-16                   5.522e-16                   4.312e-16                   1.664e-15                   5.071e-16
1.109e+01                   1.771e-13                   3.085e-15                   2.025e-16                   1.324e-15                   7.052e-16                   1.552e-15                   9.224e-16                   6.183e-16                   4.254e-16                   3.601e-16                   3.075e-16                   2.789e-15                   4.902e-17                   2.090e-16                   6.196e-15                   1.701e-16                   8.228e-17                   1.415e-16                   5.989e-16                   1.749e-15                   1.878e-15                   5.843e-16                   5.547e-16                   4.331e-16                   1.676e-15                   5.089e-16
1.115e+01                   1.773e-13                   3.146e-15                   2.070e-16                   1.316e-15                   7.075e-16                   1.541e-15                   9.163e-16                   6.142e-16                   4.227e-16                   3.578e-16                   3.056e-16                   2.804e-15                   4.919e-17                   2.108e-16                   6.290e-15                   1.691e-16                   8.181e-17                   1.421e-16                   6.017e-16                   1.755e-15                   1.887e-15                   5.872e-16                   5.571e-16                   4.349e-16                   1.688e-15                   5.106e-16
1.121e+01                   1.775e-13                   3.207e-15                   2.116e-16                   1.308e-15                   7.098e-16                   1.531e-15                   9.106e-16                   6.101e-16                   4.202e-16                   3.556e-16                   3.037e-16                   2.819e-15                   4.933e-17                   2.126e-16                   6.384e-15                   1.682e-16                   8.135e-17                   1.427e-16                   6.044e-16                   1.761e-15                   1.895e-15                   5.900e-16                   5.595e-16                   4.367e-16                   1.700e-15                   5.124e-16
1.127e+01                   1.776e-13                   3.268e-15                   2.161e-16                   1.299e-15                   7.121e-16                   1.521e-15                   9.051e-16                   6.062e-16                   4.178e-16                   3.534e-16                   3.019e-16                   2.833e-15                   4.961e-17                   2.144e-16                   6.477e-15                   1.672e-16                   8.091e-17                   1.433e-16                   6.071e-16                   1.766e-15                   1.903e-15                   5.928e-16                   5.619e-16                   4.384e-16                   1.711e-15                   5.141e-16
1.133e+01                   1.778e-13                   3.330e-15                   2.208e-16                   1.291e-15                   7.144e-16                   1.511e-15                   8.998e-16                   6.025e-16                   4.153e-16                   3.513e-16                   3.001e-16                   2.847e-15                   5.006e-17                   2.161e-16                   6.572e-15                   1.662e-16                   8.047e-17                   1.439e-16                   6.097e-16                   1.772e-15                   1.911e-15                   5.955e-16                   5.642e-16                   4.401e-16                   1.723e-15                   5.157e-16
1.139e+01                   1.780e-13                   3.393e-15                   2.254e-16                   1.283e-15                   7.167e-16                   1.501e-15                   8.946e-16                   5.987e-16                   4.128e-16                   3.491e-16                   2.983e-16                   2.861e-15                   5.044e-17                   2.179e-16                   6.666e-15                   1.652e-16                   8.003e-17                   1.445e-16                   6.123e-16                   1.778e-15                   1.919e-15                   5.983e-16                   5.665e-16                   4.418e-16                   1.735e-15                   5.174e-16
1.145e+01                   1.781e-13                   3.456e-15                   2.301e-16                   1.275e-15                   7.189e-16                   1.491e-15                   8.891e-16                   5.949e-16                   4.103e-16                   3.469e-16                   2.964e-16                   2.875e-15                   5.076e-17                   2.197e-16                   6.761e-15                   1.642e-16                   7.959e-17                   1.451e-16                   6.149e-16                   1.783e-15                   1.927e-15                   6.010e-16                   5.688e-16                   4.436e-16                   1.747e-15                   5.190e-16
1.151e+01                   1.783e-13                   3.519e-15                   2.349e-16                   1.266e-15                   7.211e-16                   1.482e-15                   8.835e-16                   5.912e-16                   4.079e-16                   3.447e-16                   2.945e-16                   2.889e-15                   5.101e-17                   2.214e-16                   6.857e-15                   1.632e-16                   7.915e-17                   1.457e-16                   6.175e-16                   1.789e-15                   1.935e-15                   6.037e-16                   5.711e-16                   4.452e-16                   1.758e-15                   5.206e-16
1.156e+01                   1.785e-13                   3.584e-15                   2.397e-16                   1.258e-15                   7.233e-16                   1.473e-15                   8.778e-16                   5.873e-16                   4.053e-16                   3.425e-16                   2.926e-16                   2.903e-15                   5.122e-17                   2.231e-16                   6.952e-15                   1.622e-16                   7.869e-17                   1.463e-16                   6.200e-16                   1.794e-15                   1.943e-15                   6.063e-16                   5.734e-16                   4.469e-16                   1.770e-15                   5.222e-16
1.162e+01                   1.786e-13                   3.648e-15                   2.445e-16                   1.250e-15                   7.255e-16                   1.464e-15                   8.718e-16                   5.832e-16                   4.025e-16                   3.402e-16                   2.906e-16                   2.917e-15                   5.140e-17                   2.248e-16                   7.049e-15                   1.612e-16                   7.821e-17                   1.469e-16                   6.226e-16                   1.800e-15                   1.951e-15                   6.090e-16                   5.756e-16                   4.486e-16                   1.781e-15                   5.238e-16
1.168e+01                   1.788e-13                   3.713e-15                   2.494e-16                   1.241e-15                   7.277e-16                   1.454e-15                   8.658e-16                   5.792e-16                   3.997e-16                   3.378e-16                   2.887e-16                   2.931e-15                   5.155e-17                   2.266e-16                   7.145e-15                   1.602e-16                   7.770e-17                   1.474e-16                   6.251e-16                   1.805e-15                   1.959e-15                   6.117e-16                   5.779e-16                   4.503e-16                   1.793e-15                   5.254e-16
1.174e+01                   1.790e-13                   3.779e-15                   2.544e-16                   1.233e-15                   7.298e-16                   1.445e-15                   8.597e-16                   5.753e-16                   3.968e-16                   3.355e-16                   2.868e-16                   2.944e-15                   5.169e-17                   2.283e-16                   7.242e-15                   1.592e-16                   7.719e-17                   1.480e-16                   6.276e-16                   1.810e-15                   1.966e-15                   6.142e-16                   5.801e-16                   4.519e-16                   1.804e-15                   5.269e-16
1.180e+01                   1.791e-13                   3.845e-15                   2.593e-16                   1.225e-15                   7.319e-16                   1.435e-15                   8.536e-16                   5.713e-16                   3.939e-16                   3.332e-16                   2.849e-16                   2.957e-15                   5.208e-17                   2.299e-16                   7.338e-15                   1.582e-16                   7.667e-17                   1.485e-16                   6.300e-16                   1.815e-15                   1.973e-15                   6.168e-16                   5.822e-16                   4.534e-16                   1.816e-15                   5.284e-16
1.186e+01                   1.793e-13                   3.911e-15                   2.643e-16                   1.217e-15                   7.340e-16                   1.426e-15                   8.476e-16                   5.675e-16                   3.910e-16                   3.309e-16                   2.831e-16                   2.969e-15                   5.247e-17                   2.316e-16                   7.435e-15                   1.572e-16                   7.616e-17                   1.491e-16                   6.324e-16                   1.820e-15                   1.981e-15                   6.193e-16                   5.843e-16                   4.550e-16                   1.827e-15                   5.298e-16
1.192e+01                   1.794e-13                   3.978e-15                   2.694e-16                   1.209e-15                   7.360e-16                   1.416e-15                   8.417e-16                   5.636e-16                   3.883e-16                   3.288e-16                   2.813e-16                   2.982e-15                   5.281e-17                   2.332e-16                   7.532e-15                   1.562e-16                   7.567e-17                   1.496e-16                   6.348e-16                   1.825e-15                   1.988e-15                   6.217e-16                   5.863e-16                   4.565e-16                   1.838e-15                   5.312e-16
1.198e+01                   1.796e-13                   4.044e-15                   2.744e-16                   1.201e-15                   7.380e-16                   1.407e-15                   8.360e-16                   5.598e-16                   3.855e-16                   3.267e-16                   2.795e-16                   2.994e-15                   5.308e-17                   2.349e-16                   7.629e-15                   1.552e-16                   7.521e-17                   1.501e-16                   6.371e-16                   1.830e-15                   1.995e-15                   6.242e-16                   5.884e-16                   4.581e-16                   1.849e-15                   5.326e-16
1.204e+01                   1.797e-13                   4.111e-15                   2.795e-16                   1.194e-15                   7.400e-16                   1.398e-15                   8.306e-16                   5.562e-16                   3.830e-16                   3.247e-16                   2.779e-16                   3.007e-15                   5.329e-17                   2.365e-16                   7.725e-15                   1.543e-16                   7.477e-17                   1.506e-16                   6.393e-16                   1.835e-15                   2.001e-15                   6.265e-16                   5.904e-16                   4.595e-16                   1.860e-15                   5.340e-16
1.210e+01                   1.798e-13                   4.179e-15                   2.846e-16                   1.187e-15                   7.419e-16                   1.389e-15                   8.253e-16                   5.526e-16                   3.807e-16                   3.228e-16                   2.763e-16                   3.019e-15                   5.348e-17                   2.381e-16                   7.822e-15                   1.534e-16                   7.434e-17                   1.511e-16                   6.416e-16                   1.839e-15                   2.008e-15                   6.289e-16                   5.923e-16                   4.610e-16                   1.870e-15                   5.353e-16
1.216e+01                   1.800e-13                   4.247e-15                   2.898e-16                   1.179e-15                   7.438e-16                   1.380e-15                   8.202e-16                   5.491e-16                   3.784e-16                   3.209e-16                   2.746e-16                   3.031e-15                   5.364e-17                   2.397e-16                   7.920e-15                   1.525e-16                   7.392e-17                   1.516e-16                   6.438e-16                   1.844e-15                   2.015e-15                   6.312e-16                   5.943e-16                   4.624e-16                   1.881e-15                   5.366e-16
